sku,upc,name,brand,category,price,list_price,currency,discount_percentage,available,stock,image_url,product_url,store,description,rating,reviews_count,size,scraped_at
6019253,000060192530,Mueble de Cocina Armario Despensa Abierta Madesa 5 Nichos,Madesa,Despensa,5099.0,7899.0,MXN,35.45,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/48762820/madesa0067891760920461_00.jpg?v=638836290144600000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/mueble-de-cocina-armario-despensa-abierta-madesa-5-nichos-6019253/p,Chedraui,"Despensero Madesa 60 cm. Medidas: 225 cm alto, 60 cm ancho, 50 cm fondo. Incluye cinco nichos abiertos y cuatro estantes para organización. Pies ajustables y zócalo removible. Acabado marrón en Pintur",4.1,167,,2025-11-18T17:15:14.370250
6019107,000060191076,Cocina Integral Completa Modular Madesa 325cm Emilly Wave 04 Marron,Madesa,Despensa,13499.0,20799.0,MXN,35.1,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/48762198/madesa0067891760850706_00.jpg?v=638836287845770000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cocina-integral-completa-modular-madesa-325cm-emilly-wave-04-marron-6019107/p,Chedraui,"La cocina de esquina Emilly Wave de Madesa está fabricada con elementos de primera calidad, como tiradores con detalles de aluminio y resistentes guías y bisagras metálicas. Incluye tres Gabinete Bajo",3.7,484,,2025-11-18T17:15:14.370257
6018638,000060186386,Despensero de Cocina Madesa Glamy 3 Puertas BB Blanco,Madesa,Despensa,8299.0,12799.0,MXN,35.16,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/48760892/madesa0067891760802842_00.jpg?v=638836283292600000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/despensero-de-cocina-madesa-glamy-3-puertas-bb-blanco-6018638/p,Chedraui,"Despensero Glamy Madesa 60 cm. Dimensiones: 225 cm de alto, 60 cm de ancho, 52 cm de fondo. Con tres puertas y cuatro estantes internos para organización. Tiradores de aluminio, patas ajustables, acab",4.6,300,,2025-11-18T17:15:14.370264
6018637,000060186379,Mueble de Despensa Abierto Madesa 60cm con nichos para cocina,Madesa,Despensa,5099.0,7899.0,MXN,35.45,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/48760888/madesa0067891760920447_00.jpg?v=638836283273670000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/mueble-de-despensa-abierto-madesa-60cm-con-nichos-para-cocina-6018637/p,Chedraui,"Despensero Madesa 60 cm. Medidas: 225 cm alto, 60 cm ancho, 50 cm fondo. Incluye cinco nichos abiertos y cuatro estantes para organización. Patas ajustables y zócalo removible. Acabado en Pintura Poli",3.9,471,,2025-11-18T17:15:14.370272
6017984,000060179845,Cocina Madesa sin Lavadero Emilly Marrón 229cm,Madesa,Despensa,4999.0,7699.0,MXN,35.07,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/48757099/madesa0067891760817365_00.jpg?v=638836269495330000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cocina-madesa-sin-lavadero-emilly-marron-229cm-6017984/p,Chedraui,"Cocina Integral Emily Top Madesa: compacta, tonos amaderado/blanco, estilo americano. Acabado en poliéster de alta resistencia. Medidas: 186x229x44 cm. Incluye despensa, gabinete superior y bajo. Códi",4.0,311,,2025-11-18T17:15:14.370278
6017969,000060179692,Cocina Integral Madesa 169cm Marrón/Negro Emilly Winter 08,Madesa,Despensa,8999.0,13899.0,MXN,35.25,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/48757009/madesa0067891760866400_00.jpg?v=638836269036800000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cocina-integral-madesa-169cm-marronnegro-emilly-winter-08-6017969/p,Chedraui,"Compacta en la medida justa para su ambiente. Conozca la cocina Emilly Winter de Madesa.Fabricada con materiales de calidad, tiene tiradores con detalles de aluminio y correderas y bisagras metálicas.",4.5,254,,2025-11-18T17:15:14.370284
6017090,000060170903,Organizadores para Refrigerador Brandtrendy Transparentes Apilables 10 piezas,Brandtrendy,Despensa,599.0,999.0,MXN,40.04,True,10,https://chedrauimx.vteximg.com.br/arquivos/ids/48902723/BRANTRENDY1637502287469899_00.jpg?v=638839550793670000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/organizadores-para-refrigerador-brandtrendy-transparentes-apilables-10-piezas-6017090/p,Chedraui,"Organiza tu cocina con el Set Brandtrendy de 10 contenedores. Incluye 6 pequeños, 3 medianos y 1 grande, todos apilables y con tapa. Hechos de plástico libre de BPA, son perfectos para mantener tus al",4.7,321,,2025-11-18T17:15:14.370290
3674937,750110810413,Paellera Navideña con Vino,Otras Marcas,Despensa,826.2,972.0,MXN,15.0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58426840/7501108104131_00.jpg?v=638986047047830000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/paellera-navidena-con-vino-3674937/p,Chedraui,"Paellera Navideña con Vino
<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo av",4.7,401,,2025-11-18T17:15:14.370294
3881745,000038817458,Desinfectante de Agua y Alimentos Selecto Brand 50ml,Selecto Brand,Frutas Verduras,50.0,50.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58725469/7501253686698_00.jpg?v=638990975478600000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/desinfectante-de-agua-y-alimentos-selecto-brand-50ml-3881745/p,Chedraui,"Desinfectante de Alimentos Selecto Brand Bactericida 50ml.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden c",4.0,471,,2025-11-18T17:15:17.705923
6023418,000060234186,Carrito Organizador Multiusos de 5 Niveles con Ruedas 360° para Cocina,Bossa,Frutas Verduras,1199.0,2999.0,MXN,60.02,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/54902845/moboss3864718561220015_01.jpg?v=638938977578130000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/carrito-organizador-multiusos-de-5-niveles-con-ruedas-360-para-cocina-6023418/p,Chedraui,"Carrito organizador de 5 niveles con ruedas 360° y canastas giratorias para un almacenamiento práctico. Su estructura metálica ventilada es ideal para frutas, despensa o artículos del hogar.",4.1,28,,2025-11-18T17:15:17.705940
3864490,000038644900,Procesador de Alimentos Black+Decker 8 Tazas FP4342-0BDLA,Black & Decker,Frutas Verduras,495.0,995.0,MXN,50.25,True,10,https://chedrauimx.vteximg.com.br/arquivos/ids/58267369/50875003330_00.jpg?v=638983387894830000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/procesador-de-alimentos-blackdecker-8-tazas-fp4342-0bdla-3864490/p,Chedraui,"Crea tus recetas favoritas con el procesador de alimentos de 8 tazas. Ensamblaje fácil- coloque y listo. Con sus 850 watts de potencia, puedes picar y hacer puré, mezclar, rallar y rebanar. Permite 2 ",3.8,8,,2025-11-18T17:15:17.705949
3717668,750228328066,Desinfectante de Frutas y Verduras Biogerma 250 ml,Exgerm,Frutas Verduras,59.0,59.0,MXN,0,True,10,https://chedrauimx.vteximg.com.br/arquivos/ids/57773559/7502283280665_00.jpg?v=638979106095700000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/desinfectante-de-frutas-y-verduras-biogerma-250-ml-3717668/p,Chedraui,"Biogerma Desinfectante de Frutas y Verduras te ayuda a proteger la alimentación de tu familia de forma eficaz al eliminar el 99.999% de bacterias comunes en frutas, verduras, carnes rojas, aves, pesca",3.7,103,,2025-11-18T17:15:17.705954
6016888,000060168887,Procesador de Alimentos Aicok Eléctrico 1.2L Gris PA8103,Aicok,Frutas Verduras,1099.0,1439.0,MXN,23.63,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/48335278/gadgetsone2457503016571272_00.jpg?v=638828496825400000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/procesador-de-alimentos-aicok-electrico-12l-gris-pa8103-6016888/p,Chedraui,"Procesador ideal para toda clase de alimentos. Podrás trabajar con toda clase de verduras, frutas, frutos secos y carnes. Equipado con motor de cobre puro reforzado de 300 W y 4 cuchillas desmontables",3.6,439,,2025-11-18T17:15:17.705961
6010991,000060109910,Cocina de Juguete para Niños Roca Juguetes MJL-708,Roca Didacticos,Frutas Verduras,1033.85,1033.85,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/44956592/rocadidacticos6562022022010053_00.jpg?v=638768144213430000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cocina-de-juguete-para-ninos-roca-juguetes-mjl-708-6010991/p,Chedraui,"La cocina de juguete inteligente Kitchen Spray es una opción fantástica para estimular la imaginación y el juego de rol de los niños. Está construida con plástico de alta calidad, segura y duradera. I",3.7,463,,2025-11-18T17:15:17.705968
3877161,000038771613,Licuadora Jade Cook 8 Velocidades Tritan 1000 W,Jade Cook,Frutas Verduras,2695.0,2695.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58725499/7502321304483_00.jpg?v=638990975560500000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/licuadora-jade-cook-8-velocidades-tritan-1000-w-3877161/p,Chedraui,"Licuadora Jade Cook de 1000W con vaso tritan, 8 velocidades, panel touch y función de autolavado. Potencia, tecnología y estilo para tu cocina.",4.9,468,,2025-11-18T17:15:17.705974
3709836,750105999670,Cuchillo De Cocina Ekco 7 Plg Madera,Ekco,Frutas Verduras,65.0,65.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/56523019/7501059996700_00.jpg?v=638962483024430000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cuchillo-de-cocina-ekco-7-plg-madera-3709836/p,Chedraui,Cuchillo De Cocina Ekco 7 Plg Madera,3.6,374,,2025-11-18T17:15:17.705978
3879066,000038790669,Papel Higiénico Pétalo Balance Ultra Jumbo 400 Hojas Dobles 4 Rollos,Pétalo,Higiene Personal,23.5,30.0,MXN,21.67,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/58068755/7506425662463_00.jpg?v=638980780820330000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/papel-higienico-petalo-balance-ultra-jumbo-400-hojas-dobles-4-rollos-3879066/p,Chedraui,"Papel higiénico con 4 rollos Ultra Jumbo de 400 hojas; rollos más grandes que te ofrecen mayor duración y rendimiento.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de e",3.8,423,,2025-11-18T17:15:21.167633
3882717,000038827174,Papel Higiénico Pétalo Húmedo Libre de Alcohol 30 Hojas,Pétalo,Higiene Personal,20.0,20.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/56602395/7506425665372_00.jpg?v=638962656773330000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/papel-higienico-petalo-humedo-libre-de-alcohol-30-hojas-3882717/p,Chedraui,"Papel Higiénico Pétalo Húmedo Libre de Alcohol 30 Hojas.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cam",4.8,432,,2025-11-18T17:15:21.167648
3882200,750954668295,Jabón de Baño Caprice Explosión Frutal en Barra Remueve las Bacterias 100g,Palmolive,Higiene Personal,12.0,12.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57253119/7509546682952_00.jpg?v=638972956361800000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jabon-de-bano-caprice-explosion-frutal-en-barra-remueve-las-bacterias-100g-3882200/p,Chedraui,"Experimenta la frescura y la limpieza con el Jabón de Baño Palmolive Caprice Explosión Frutal.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido ",4.7,456,,2025-11-18T17:15:21.167653
3875215,000038752155,Papel Higiénico Snow Soft Lavanda y Vainilla 12 Piezas,Snow Soft,Higiene Personal,55.0,55.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57251624/7503032922034_00.jpg?v=638972953402000000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/papel-higienico-snow-soft-lavanda-y-vainilla-12-piezas-3875215/p,Chedraui,"Papel Higiénico Snow Soft Lavanda y Vainilla 12 Piezas.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden camb",4.8,55,,2025-11-18T17:15:21.167660
3284038,000032840384,Jabón Líquido para el Cuerpo Palmolive Neutro Balance Dermolimpiador 390ml,Palmolive,Higiene Personal,59.5,59.5,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57986589/7509546059563_00.jpg?v=638980590022400000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jabon-liquido-para-el-cuerpo-palmolive-neutro-balance-dermolimpiador-390ml-3284038/p,Chedraui,"El jabón líquido para cuerpo Palmolive Neutro Balance dermolimpiador es ideal para el cuidado de la piel de tu familia, su fórmula con pH balanceado ayuda a mantener su humectación natural, mientras d",4.2,410,,2025-11-18T17:15:21.167667
3882715,000038827150,Papel Higiénico Fancy 400 Hojas Dobles 4 Rollos,Fancy,Higiene Personal,21.0,21.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57253225/7506425662005_00.jpg?v=638972956616700000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/papel-higienico-fancy-400-hojas-dobles-4-rollos-3882715/p,Chedraui,"Papel Higiénico Floral Fancy Eco Kraf 4 Rollos.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o ",4.6,250,,2025-11-18T17:15:21.167673
3880423,000038804236,Kit Aqua Net Kids Hello Kitty para el Día de Muertos 200+400ml,Aqua Net,Higiene Personal,98.0,150.0,MXN,34.67,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57252959/7502251483555_00.jpg?v=638972955939330000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/kit-aqua-net-kids-hello-kitty-para-el-dia-de-muertos-200400ml-3880423/p,Chedraui,"Kit hair spray & bw Aqua Net 200+400ml.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar s",4.8,290,,2025-11-18T17:15:21.167680
3871529,750954670045,Jabón Líquido Corporal Palmolive Neutro Balance Dermoprotector +Colágeno 390ml,Palmolive,Higiene Personal,65.0,65.0,MXN,0,True,99999,https://chedrauimx.vteximg.com.br/arquivos/ids/57251248/7509546700458_00.jpg?v=638972952489600000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/jabon-liquido-corporal-palmolive-neutro-balance-dermoprotector-colageno-390ml-3871529/p,Chedraui,"El Jabón líquido corporal Neutro Balance Dermoprotector con colágeno, humecta y protege tu piel para mantenerla en balance, ideal para ti y tu familia.<div><br><b>Las imágenes del producto son únicame",4.8,316,,2025-11-18T17:15:21.167684
3874713,000038747137,Cepillo Dental Colgate Total Whitening 2 Piezas,Colgate,Higiene Personal,87.5,87.5,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/56884649/7509546693736_00.jpg?v=638966995219230000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/cepillo-dental-colgate-total-whitening-2-piezas-3874713/p,Chedraui,"¿Sabías que las bacterias son la principal causa de los problemas bucales? Colgate Total remueve las bacterias que se acumulan hasta en los lugares difíciles de limpiar; previniendo caries, placa dent",3.9,43,,2025-11-18T17:15:21.167690
3881168,000038811685,Kit Travel Essentials Negro 5 Piezas,Essential,Higiene Personal,28.88,28.88,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/56291488/7501153852162_00.jpg?v=638960441949400000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/kit-travel-essentials-negro-5-piezas-3881168/p,Chedraui,"Kit Essentials Negro es perfecto para llevarlo a tu viaje y donde quiera que vayas por su practico tamaño. <div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y ",3.9,367,,2025-11-18T17:15:21.167697
3881167,000038811678,Kit Travel Essentials Rosa 4 de 90ml + 2 uds,Essential,Higiene Personal,26.84,26.84,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/56291474/7501153852155_00.jpg?v=638960441913000000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/kit-travel-essentials-rosa-4-de-90ml--2-uds-3881167/p,Chedraui,"Kit Essentials Rosa tiene para ti este set de botellas para viaje. <div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc)",3.8,402,,2025-11-18T17:15:21.167703
3880255,000038802553,Pack jabones Nordiko Icy Blast 4x 100g c/u,Nordiko,Higiene Personal,55.0,55.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57252882/650240071782_00.jpg?v=638972955743200000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/pack-jabones-nordiko-icy-blast-4x-100g-cu-3880255/p,Chedraui,"Pack jabones Nordiko Icy Blast 4x 100g c/u.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o vari",3.6,247,,2025-11-18T17:15:21.167710
3880254,650240071768,Pack Jabón Familiar Nordiko Original 4 x 100g c/u,Nordiko,Higiene Personal,55.0,55.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/57252879/650240071768_00.jpg?v=638972955733670000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/pack-jabon-familiar-nordiko-original-4-x-100g-cu-3880254/p,Chedraui,"Pack Jabón Familiar Nordiko Original 4 x 100g c/u<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/",4.2,158,,2025-11-18T17:15:21.167713
3863180,000038631801,Toallas Intimas Benzal Cuidado Intimo 20 Unidades,Benzal,Higiene Personal,106.0,106.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/58722914/7501080160477_00.jpg?v=638990968611870000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/toallas-intimas-benzal-cuidado-intimo-20-unidades-3863180/p,Chedraui,"Toallas Benzal 20 Piezas.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar y/o variar sin previo avis",3.8,186,,2025-11-18T17:15:21.167719
6005337,810071491863,Recortadora de Cuerpo para Dama Perry Ellis de Bolsillo Rosa PER-PL203PK,Perry Ellis,Higiene Personal,759.0,799.0,MXN,5.01,True,10,https://chedrauimx.vteximg.com.br/arquivos/ids/46247534/810071491863_00.jpg?v=638788611321400000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/recortadora-de-cuerpo-para-dama-perry-ellis-de-bolsillo-rosa-per-pl203pk-6005337/p,Chedraui,"Esta recortadora de bolsillo es perfecta para las mujeres que buscan comodidad y estilo. Su diseño ligero y compacto la hace ideal para llevar en viajes, mientras que su funcionamiento inalámbrico y f",4.7,398,,2025-11-18T17:15:21.167723
3881170,000038811708,Kit Travel Sr Cosmetiquera Azul Varios Tamaños 5 Piezas,San Ro,Higiene Personal,35.0,35.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/56291487/7501153852872_00.jpg?v=638960441945330000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/kit-travel-sr-cosmetiquera-azul-varios-tamanos-5-piezas-3881170/p,Chedraui,"Kit Travel SR tiene para ti una práctica bolsa de plástico azul con botellitas para tu viaje.<div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (",3.9,205,,2025-11-18T17:15:21.167729
3881169,000038811692,Kit Travel Sr Cosmetiquera Rosa Varios Tamaños  5 Piezas,San Ro,Higiene Personal,35.0,35.0,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/56291482/7501153852858_00.jpg?v=638960441932370000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/kit-travel-sr-cosmetiquera-rosa-varios-tamanos-5-piezas-3881169/p,Chedraui,"Kit Travel SR tiene para ti una práctica bolsa rosa de plástico con botellitas para tu viaje. <div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido ",3.8,150,,2025-11-18T17:15:21.167734
3881166,000038811661,Kit Travel Essentials Azul 4 de 90ml + 2 uds,Essential,Higiene Personal,26.84,26.84,MXN,0,True,100,https://chedrauimx.vteximg.com.br/arquivos/ids/56291481/7501153852148_00.jpg?v=638960441928630000,https://www.chedraui.com.mxhttps://www.chedraui.com.mx/kit-travel-essentials-azul-4-de-90ml--2-uds-3881166/p,Chedraui,"Kit Essentials Azul accesorio perfecto para viajes. <div><br><b>Las imágenes del producto son únicamente de referencia, el diseño de etiquetas y el contenido (ml, L, Kg, g, piezas, etc) pueden cambiar",4.3,100,,2025-11-18T17:15:21.167740
